#correlator  value  value_err
4(24)  5.22869e-01  1.36862e-01
6(23)  2.64955e-01  3.06130e-01
6(26)  3.95644e-01  2.29394e-01
6(36)  4.49854e-01  1.95406e-01
(235)  5.34527e-01  1.21848e-01
(246)  4.26234e-01  1.42210e-01
(234)  3.98101e-02  8.60629e-02
