# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.0516301069e-01  1.0639277204e-01  5.7928263803e-01  1.1567462826e-01
2  6.8267638447e-01  1.3975425599e-01  6.0320555141e-01  1.4892022587e-01
3  8.7347487965e-03  4.1926794223e-01  1.6956603258e-02  8.1391695636e-01
