# type  value  stat. err
v4_L  1.5016422914e-02  1.5947541957e-03
v4(Psi2)  6.6654767490e-03  2.1620830988e-03
rho_422  4.0570695081e-01  1.3470255228e-01
chi_422  6.4567993739e-01  1.9119491519e-01
v5_L  6.9567803106e-03  1.4849233638e-03
v5(Psi23)  5.7651635255e-03  1.0514331555e-03
rho_523  6.3808178970e-01  1.3348121292e-01
chi_523  1.5813000002e+00  1.9839857497e-01
v6_L  4.9161863208e-05  1.0335337760e-05
v6(Psi2)  9.3495223011e-04  8.5407464957e-04
v6(Psi3)  2.8891463446e-03  7.7279006869e-04
rho_6222  1.4072190685e-01  1.2927913854e-01
rho_633  4.3485235896e-01  1.2380264424e-01
chi_6222  6.9814897031e-01  6.2312845853e-01
chi_633  1.0045345993e+00  2.0130668097e-01
