# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  3.4368169433e-02  5.8108119421e-03  -1.3951650969e-06  9.4355237888e-07
2  4.4310829921e-02  1.0749323480e-02  -3.8551345215e-06  3.7408541528e-06
3  0.0000000000e+00  0.0000000000e+00  1.5373610768e-07  2.6015404455e-07
