#correlator  value  value_err
4(24)  5.74499e-01  1.32502e-01
6(23)  1.80405e-01  2.70194e-01
6(26)  4.00713e-01  2.51230e-01
6(36)  5.04444e-01  1.89792e-01
(235)  5.41527e-01  9.86293e-02
(246)  4.60648e-01  1.46375e-01
(234)  2.05245e-02  8.86697e-02
