# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -8.3629589257e-01  5.2967575260e+01  2.4543441685e-01  2.5423976459e+01
SC_42  -8.3646977092e-01  5.2978902337e+01  2.4616902494e-01  2.5490678349e+01
