# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  8.8246416252e-03  2.5692818016e-03  -6.0644065713e-09  7.0625732366e-09
2  9.6826811762e-03  2.8142094288e-02  -8.7898715359e-09  1.0218880041e-07
3  0.0000000000e+00  0.0000000000e+00  1.7052609597e-08  1.9727525375e-08
