# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  5.5255372478e-01  2.3209924010e-01  7.2917908240e-01  2.1152675843e-01
2  3.0252043636e-01  1.4940466274e+00  7.1551006468e-01  3.2563674270e+00
3  2.8921134628e-03  2.7475077897e-01  9.6423830217e-03  9.1602638706e-01
