#correlator  value  value_err
4(24)  5.54194e-02  8.08613e-02
6(23)  2.49008e-01  1.81976e-01
6(26)  -4.81520e-02  1.46358e-01
6(36)  2.34773e-01  9.42341e-02
(235)  1.99495e-01  7.13082e-02
(246)  2.17889e-01  7.31063e-02
(234)  3.41112e-02  1.14412e-01
