# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  9.6808647632e-03  1.3525021822e-03  -8.7832776829e-09  4.9084054053e-09
2  9.8610521653e-03  2.0291608015e-02  -9.4556856304e-09  7.7829855519e-08
3  0.0000000000e+00  0.0000000000e+00  8.1392462406e-09  1.0942826577e-08
