#correlator  value  value_err
4(24)  3.39984e-01  8.15462e-02
6(23)  -2.88383e-02  1.95345e-01
6(26)  -1.93367e-01  1.02826e-01
6(36)  -1.18793e-01  1.01999e-01
(235)  -4.44070e-01  6.75699e-02
(246)  2.57278e-01  7.11422e-02
(234)  8.95851e-02  9.63415e-02
