# type  value  stat. err
v4_L  2.8013573319e-03  2.4714672542e-04
v4(Psi2)  1.0718168579e-03  2.5489954288e-04
rho_422  3.5734387552e-01  8.8660685175e-02
chi_422  2.6712736123e-01  5.9933467148e-02
v5_L  1.7129867550e-03  4.1116867678e-04
v5(Psi23)  -1.6735534667e-03  2.8344247569e-04
rho_523  -6.9882576964e-01  1.3428704148e-01
chi_523  -4.4536954043e+00  6.6117698681e-01
v6_L  7.8429966266e-06  9.3079716624e-07
v6(Psi2)  -2.9629634212e-04  1.9636806167e-04
v6(Psi3)  -3.3433935134e-04  2.6212299666e-04
rho_6222  -1.7347021643e-01  1.1786278611e-01
rho_633  -1.9574294851e-01  1.5623591951e-01
chi_6222  -9.2688517339e-01  6.0370728327e-01
chi_633  -5.8374652679e+00  4.5447765051e+00
