# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  3.5827855348e-10  2.0615909279e-09
2  6.4188273160e-02  5.3134441002e-03  -1.6975507566e-05  5.6208653754e-06
3  8.1363481043e-03  8.9040223390e-04  -4.3824612468e-09  1.9183806957e-09
