# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -9.4595322044e-03  1.4016575622e-02  -8.9101389010e-03  1.2367995164e-02
SC_42  -9.4758108493e-03  1.4041916656e-02  -8.9254618563e-03  1.2390386156e-02
