# type  value  stat. err
v4_L  3.4911723907e-03  2.7835340818e-04
v4(Psi2)  1.2474962432e-03  3.1082804535e-04
rho_422  3.3649163732e-01  8.6632365872e-02
chi_422  2.4138645956e-01  5.6878942501e-02
v5_L  2.2315242884e-03  4.7232213543e-04
v5(Psi23)  -2.0163138535e-03  3.6693754331e-04
rho_523  -6.7042239617e-01  1.3409439942e-01
chi_523  -4.0256822088e+00  6.4981985254e-01
v6_L  9.9237288835e-06  1.1675367188e-06
v6(Psi2)  -4.3075670496e-04  2.6448104126e-04
v6(Psi3)  -2.6217037102e-04  2.5948375518e-04
rho_6222  -2.1893991860e-01  1.3819133130e-01
rho_633  -1.3325285255e-01  1.3332059534e-01
chi_6222  -9.1741543792e-01  5.5062509955e-01
chi_633  -3.3368646593e+00  3.2885843967e+00
