# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -5.7043891727e-03  7.8501127374e-03  -5.5063873960e-03  7.2942673313e-03
SC_42  -5.7045953299e-03  7.8505909311e-03  -5.5065857814e-03  7.2947109409e-03
