# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  9.3730700129e-03  3.7574533211e-03  -7.7184028855e-09  1.2376537683e-08
2  0.0000000000e+00  0.0000000000e+00  3.2930646324e-07  2.2656568570e-07
3  0.0000000000e+00  0.0000000000e+00  3.5463195349e-10  2.7405887873e-10
