# type  value  stat. err
v4_L  2.1465376633e-03  7.3586288493e-04
v4(Psi2)  2.1634835373e-03  5.2786051951e-04
rho_422  7.0988145292e-01  1.9223524661e-01
chi_422  9.9785003358e-01  1.5970803391e-01
v5_L  3.9194067021e-04  1.3999890603e-03
v5(Psi23)  3.5145953254e-04  2.3061486183e-04
rho_523  6.6761288259e-01  1.3787510742e+00
chi_523  1.3550215041e+00  8.2977065926e-01
v6_L  1.4288054318e-05  1.7988226485e-06
v6(Psi2)  -3.1520456331e-04  6.6513878721e-04
v6(Psi3)  -3.5264266554e-04  6.3410572626e-04
rho_6222  -3.5629381262e-01  8.2962036591e-01
rho_633  -3.9861224874e-01  8.1713333545e-01
chi_6222  -2.0601769024e+00  4.3026073474e+00
chi_633  -5.7203781374e+00  1.0175155799e+01
