# type  value  stat. err
v4_L  1.0225599237e-03  5.9344508654e-04
v4(Psi2)  1.3835207087e-03  3.3024653313e-04
rho_422  8.0418790488e-01  2.2050529461e-01
chi_422  1.3111698751e+00  2.0404734047e-01
v5_L  nan  nan
v5(Psi23)  1.5176190654e-04  2.6535127801e-04
rho_523  nan  nan
chi_523  1.2209702984e+00  2.1153163916e+00
v6_L  6.1034457308e-06  7.2777278178e-07
v6(Psi2)  -7.1498321555e-05  3.5290569116e-04
v6(Psi3)  -8.1192263872e-05  4.0211309742e-04
rho_6222  -inf  inf
rho_633  -inf  inf
chi_6222  -1.3150214415e+00  6.4786992434e+00
chi_633  -3.0295320812e+00  1.4980588733e+01
