# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  6.2614119774e-01  1.9566938342e-01  6.6056740117e-01  1.9586165845e-01
2  7.5359305573e-01  5.9077321160e-02  5.2492761645e-01  6.8984193986e-02
3  7.5704777670e-01  2.5340603454e-01  5.1991990982e-01  3.3915152618e-01
