#correlator  value  value_err
4(24)  -2.69380e-01  1.29783e-01
6(23)  9.15120e-02  1.28190e-01
6(26)  -3.90658e-01  1.72282e-01
6(36)  8.17622e-03  8.05129e-02
(235)  9.39656e-02  7.02354e-02
(246)  2.14419e-01  1.11023e-01
(234)  6.58099e-02  6.89461e-02
