# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  5.6003986882e-03  1.5465255572e-03  -9.8372969405e-10  1.0866105775e-09
2  2.9507379426e-02  3.2747223731e-03  -7.5809313642e-07  3.3653202732e-07
3  2.5200722634e-03  8.3643246089e-04  -4.0332206084e-11  5.3546347663e-11
