# type  value  stat. err
v4_L  3.2638787769e-03  3.3043179018e-04
v4(Psi2)  -4.5554881298e-04  3.9192119804e-04
rho_422  -1.3823290061e-01  1.1969361953e-01
chi_422  -2.3087695506e-01  1.9773168924e-01
v5_L  1.8670414937e-03  2.7821773075e-04
v5(Psi23)  2.1993495793e-04  3.9013193316e-04
rho_523  1.1698973619e-01  2.0821416535e-01
chi_523  1.7975233296e+00  3.1823605046e+00
v6_L  7.3270253663e-06  8.0598365618e-07
v6(Psi2)  -5.5918370237e-04  2.5880810517e-04
v6(Psi3)  4.3343800137e-05  2.8738616464e-04
rho_6222  -6.3894802871e-01  4.0423674881e-01
rho_633  4.9526542953e-02  3.2907425180e-01
chi_6222  -5.2448096751e+00  2.3673505164e+00
chi_633  3.1232105546e+00  2.0697299612e+01
