#correlator  value  value_err
4(24)  9.48571e-01  6.48274e-02
6(23)  5.87683e-02  1.57541e-01
6(26)  5.47456e-01  1.67433e-01
6(36)  4.79887e-01  8.98855e-02
(235)  5.85025e-01  4.89388e-02
(246)  4.09361e-01  9.69201e-02
(234)  -1.67653e-01  1.14219e-01
