# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  2.6560686951e-02  3.6973960535e-03  -4.9768804975e-07  2.7712383108e-07
2  4.3595841215e-02  6.9278244570e-03  -3.6122703675e-06  2.2961066285e-06
3  1.3464202853e-02  2.3454165415e-03  -3.2864163654e-08  2.2899284540e-08
