# type  value  stat. err
v4_L  6.6318357926e-03  1.5757826407e-03
v4(Psi2)  7.7700613590e-03  9.9814519495e-04
rho_422  7.6061977127e-01  1.1024282808e-01
chi_422  1.4185029957e+00  1.2722089440e-01
v5_L  3.3469287399e-03  7.2456729860e-04
v5(Psi23)  3.2217763004e-03  5.1036330766e-04
rho_523  6.9350852985e-01  1.2389478233e-01
chi_523  2.5523613974e+00  3.5246909040e-01
v6_L  1.0242980763e-05  2.0172047388e-06
v6(Psi2)  1.0789337386e-03  4.4436328581e-04
v6(Psi3)  1.0803926800e-03  3.2317772156e-04
rho_6222  3.5954097817e-01  1.5079611241e-01
rho_633  3.6002715188e-01  1.1141198915e-01
chi_6222  2.2591341963e+00  8.8482155531e-01
chi_633  1.7667161594e+00  4.9458713579e-01
