#correlator  value  value_err
4(24)  9.39707e-01  6.43558e-02
6(23)  6.59453e-02  1.55071e-01
6(26)  5.49237e-01  1.51027e-01
6(36)  5.28805e-01  1.07380e-01
(235)  5.97999e-01  4.89357e-02
(246)  4.40655e-01  8.74532e-02
(234)  -1.47166e-01  1.09223e-01
