# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  2.8202721805e-02  6.5239591064e-03  -6.3265084725e-07  5.8538864221e-07
2  5.6587135321e-02  8.4226970739e-03  -1.0253469283e-05  6.1046996097e-06
3  1.8988306065e-02  3.2297450953e-03  -1.3000046128e-07  8.8447774282e-08
