# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  1.0025600790e-02  7.0343117492e-01  1.5783796804e-02  1.0852164114e+00
2  7.4380780425e-01  7.4712185331e-02  5.3625047537e-01  8.7474896295e-02
3  5.7707320749e-03  5.5976101127e-01  7.3253018315e-03  7.1055427765e-01
