# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  2.9484711282e-03  8.9133706795e-04  3.0014095842e-03  9.2260701918e-04
SC_42  2.9601693248e-03  8.9471516040e-04  3.0133299225e-03  9.2611292522e-04
