# type  value  stat. err
v4_L  1.7222120637e-02  2.7238797121e-03
v4(Psi2)  1.5515719340e-02  2.3113394507e-03
rho_422  6.6934147974e-01  1.0658893728e-01
chi_422  7.0701751484e-01  7.2010818478e-02
v5_L  6.9757743865e-03  1.4030856330e-03
v5(Psi23)  5.4197397007e-03  1.0823747709e-03
rho_523  6.1352701816e-01  1.3714013416e-01
chi_523  1.1477669790e+00  1.9443841032e-01
v6_L  3.3998459411e-05  6.0324654231e-06
v6(Psi2)  1.3698040458e-03  5.8598598113e-04
v6(Psi3)  2.0208693784e-03  4.3523219692e-04
rho_6222  2.5141240447e-01  1.1049401188e-01
rho_633  3.7090825591e-01  8.8191310596e-02
chi_6222  3.1311172654e-01  1.2045862285e-01
chi_633  8.9675678471e-01  1.5877278573e-01
