#correlator  value  value_err
4(24)  7.37355e-01  6.61148e-02
6(23)  5.15201e-02  1.82315e-01
6(26)  8.05229e-02  9.63853e-02
6(36)  2.08734e-01  1.20601e-01
(235)  7.64730e-02  7.37887e-02
(246)  1.31593e-01  6.93632e-02
(234)  -1.00107e-01  1.14947e-01
