# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -4.1144523741e-01  3.0450184027e+01  -4.7092793210e-02  6.0141357372e+00
SC_42  -4.1144722970e-01  3.0448920854e+01  -4.7091081887e-02  6.0141061093e+00
