# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  8.0540424823e-01  5.5415009940e-02  4.6157886150e-01  7.1708297763e-02
2  8.0760192438e-01  5.1733785533e-02  4.5875611572e-01  6.7152643438e-02
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
