# type  value  stat. err
v4_L  1.2234703225e-03  4.7829966478e-04
v4(Psi2)  1.6074222954e-03  2.4175335877e-04
rho_422  7.9572571898e-01  1.4697392089e-01
chi_422  1.2857665775e+00  1.5656448362e-01
v5_L  1.4893441026e-03  2.4024323237e-04
v5(Psi23)  1.1065385066e-05  2.3242514483e-04
rho_523  7.4294984297e-03  1.5605902095e-01
chi_523  8.0339592988e-02  1.6874896488e+00
v6_L  5.7947066131e-06  7.0089595688e-07
v6(Psi2)  9.2324083314e-05  1.3953474870e-04
v6(Psi3)  7.7886989515e-05  1.9057436719e-04
rho_6222  1.9749944816e-01  3.9151414563e-01
rho_633  1.6661565321e-01  4.6030544224e-01
chi_6222  1.7130145289e+00  2.5788642360e+00
chi_633  2.3648808034e+00  5.7768378101e+00
