#correlator  value  value_err
4(24)  6.73101e-01  6.56128e-02
6(23)  4.13093e-03  1.64255e-01
6(26)  1.40936e-01  1.15177e-01
6(36)  1.12063e-01  1.09514e-01
(235)  6.15875e-02  6.91248e-02
(246)  1.96348e-01  8.81375e-02
(234)  -1.52735e-01  1.26924e-01
