# type  value  stat. err
v4_L  1.6129266943e-03  5.4629923806e-04
v4(Psi2)  2.0431946833e-03  3.0009158042e-04
rho_422  7.8490551010e-01  1.3661276536e-01
chi_422  1.1556146676e+00  1.3623203859e-01
v5_L  1.5911636197e-03  2.4065262719e-04
v5(Psi23)  -1.2808995931e-05  1.9608789323e-04
rho_523  -8.0498201168e-03  1.2323755084e-01
chi_523  -6.1927072778e-02  9.4799506773e-01
v6_L  6.9211354993e-06  6.9658908581e-07
v6(Psi2)  7.2389601560e-05  1.6918251739e-04
v6(Psi3)  4.6054404906e-05  2.2289697159e-04
rho_6222  3.0129731865e-01  1.6978255365e+00
rho_633  1.9168593846e-01  1.3515689820e+00
chi_6222  8.0179715594e-01  1.8709689154e+00
chi_633  9.2123589462e-01  4.4568779923e+00
