# type  value  stat. err
v4_L  9.1318313006e-03  1.3541408053e-03
v4(Psi2)  5.8685117162e-03  1.1041144951e-03
rho_422  5.4063039174e-01  1.1261115603e-01
chi_422  7.5127070615e-01  1.0281906099e-01
v5_L  5.4417689486e-03  9.8620716927e-04
v5(Psi23)  3.9265326928e-03  8.4060664445e-04
rho_523  5.8513461863e-01  1.3680505053e-01
chi_523  1.8421714351e+00  2.9098651920e-01
v6_L  1.9329050578e-05  4.3429663463e-06
v6(Psi2)  1.0641320425e-04  5.2260941678e-04
v6(Psi3)  1.3409346377e-03  6.2300392140e-04
rho_6222  2.7915885172e-02  1.3714203738e-01
rho_633  3.5177380131e-01  1.6911968191e-01
chi_6222  1.1672214618e-01  5.7284268049e-01
chi_633  1.1369608999e+00  4.9075209237e-01
