# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  3.8791689800e-01  1.7376269567e+01  1.2577510732e-01  3.9272852118e+00
SC_42  3.8786946899e-01  1.7371813855e+01  1.2580539072e-01  3.9258315078e+00
