# type  value  stat. err
v4_L  1.3940607171e-02  2.0528357801e-03
v4(Psi2)  8.8314503076e-03  1.6759756582e-03
rho_422  5.3515583569e-01  1.1238598047e-01
chi_422  6.3599937697e-01  8.7206000664e-02
v5_L  8.4672485199e-03  1.5619919031e-03
v5(Psi23)  6.4906514247e-03  1.3070707339e-03
rho_523  6.0837807164e-01  1.3397999470e-01
chi_523  1.5656951648e+00  2.1644298296e-01
v6_L  4.3275093751e-05  8.7538027519e-06
v6(Psi2)  2.1710122535e-04  6.6026445673e-04
v6(Psi3)  1.8162308288e-03  9.3420711741e-04
rho_6222  3.6781955113e-02  1.1192813760e-01
rho_633  3.0771139458e-01  1.6141710455e-01
chi_6222  1.0173297713e-01  3.0882872502e-01
chi_633  7.1916535567e-01  3.4672264344e-01
