# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -5.2336298801e-01  6.6728910692e+01  2.1715940688e-03  9.8754278464e+00
SC_42  -5.2348065249e-01  6.6726243052e+01  2.1648579832e-03  9.8785759411e+00
