# type  value  stat. err
v4_L  1.6105348411e-03  3.2532469509e-04
v4(Psi2)  1.5726250394e-03  1.7599229252e-04
rho_422  6.9863595800e-01  9.9375100857e-02
chi_422  5.0019823347e-01  4.9378970109e-02
v5_L  6.3720002317e-04  2.2118233010e-04
v5(Psi23)  -2.0291948389e-04  1.1234259577e-04
rho_523  -3.0343995205e-01  1.9268600539e-01
chi_523  -5.9041563438e-01  3.2541628167e-01
v6_L  4.3805824577e-06  3.1315855311e-07
v6(Psi2)  -1.7577748211e-05  9.1960282930e-05
v6(Psi3)  -2.2502080951e-05  1.4294239345e-04
rho_6222  -3.0146001216e-02  1.5823722146e-01
rho_633  -3.8591277537e-02  2.4570078074e-01
chi_6222  -7.8644357498e-02  4.1139332953e-01
chi_633  -2.6252969376e-01  1.6674973472e+00
