# type  value  stat. err
v4_L  3.2300676644e-03  4.9373654085e-04
v4(Psi2)  2.8060412684e-03  3.1938868482e-04
rho_422  6.5581755073e-01  8.8347199624e-02
chi_422  4.0306727984e-01  4.0124759711e-02
v5_L  1.9344738843e-03  2.3911933383e-04
v5(Psi23)  -5.8971822834e-04  2.1243029993e-04
rho_523  -2.9159843704e-01  1.0973330131e-01
chi_523  -6.7413886633e-01  2.3961383688e-01
v6_L  1.1165592610e-05  7.5606405640e-07
v6(Psi2)  -1.5834413983e-04  1.6673559650e-04
v6(Psi3)  1.2279154928e-05  2.2415914851e-04
rho_6222  -1.1908805351e-01  1.2758033067e-01
rho_633  9.2349528102e-03  1.6859629285e-01
chi_6222  -2.1460044725e-01  2.2525548106e-01
chi_633  4.8131327742e-02  8.7863164610e-01
