# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  7.9088471524e-09  5.0553988381e-09
2  4.6633491785e-02  2.3095486957e-03  -4.7292442196e-06  9.3687342731e-07
3  0.0000000000e+00  0.0000000000e+00  2.8319879541e-09  1.5212432804e-09
