# type  value  stat. err
v4_L  2.0673083167e-03  3.5797580833e-04
v4(Psi2)  1.9462028708e-03  2.0943561574e-04
rho_422  6.8545824846e-01  9.0551177067e-02
chi_422  4.6227791362e-01  4.3330545445e-02
v5_L  1.0373545542e-03  1.9373332380e-04
v5(Psi23)  -3.0419738595e-04  1.3545658152e-04
rho_523  -2.8139411298e-01  1.3395509596e-01
chi_523  -6.3339971782e-01  2.8007450977e-01
v6_L  5.9995840028e-06  4.5009460383e-07
v6(Psi2)  -8.1418272261e-05  1.1599000970e-04
v6(Psi3)  -2.7393646540e-05  1.5459564153e-04
rho_6222  -8.9347673328e-02  1.2915212030e-01
rho_633  -3.0061539190e-02  1.6981140439e-01
chi_6222  -2.3533363002e-01  3.3475819713e-01
chi_633  -2.1952402396e-01  1.2386742120e+00
