# type  value  stat. err
v4_L  8.6638103888e-03  2.9838070064e-03
v4(Psi2)  1.2364345803e-02  1.5373505199e-03
rho_422  8.1895898059e-01  1.1971361947e-01
chi_422  1.3441484906e+00  9.8169019388e-02
v5_L  4.5883809343e-03  1.6150551104e-03
v5(Psi23)  4.6816516686e-03  9.3773834954e-04
rho_523  7.1418520989e-01  1.7409512109e-01
chi_523  3.4715441734e+00  5.7456599215e-01
v6_L  1.6267113200e-05  4.2644622777e-06
v6(Psi2)  1.6578692492e-03  5.0011240636e-04
v6(Psi3)  -3.6342295564e-04  3.9543299399e-04
rho_6222  4.7529077410e-01  1.5499525104e-01
rho_633  -1.0418890271e-01  1.1409817963e-01
chi_6222  1.4408210610e+00  3.9288418388e-01
chi_633  -1.1314663109e+00  1.2236157431e+00
