#correlator  value  value_err
4(24)  5.76632e-01  1.05313e-01
6(23)  1.65269e-01  2.84140e-01
6(26)  8.40482e-02  1.35967e-01
6(36)  -1.53230e-01  2.63457e-01
(235)  5.48505e-02  1.10031e-01
(246)  -2.93505e-02  8.23137e-02
(234)  1.84200e-01  1.13991e-01
