# type  value  stat. err
v4_L  2.7612712357e-03  6.4691036291e-04
v4(Psi2)  2.2055949976e-03  4.4824087716e-04
rho_422  6.2410444157e-01  1.4701923329e-01
chi_422  8.2229138788e-01  1.3326876439e-01
v5_L  3.3192963055e-03  4.9736705753e-04
v5(Psi23)  2.2012112581e-04  5.8650181260e-04
rho_523  6.6170259117e-02  1.7658182734e-01
chi_523  3.1671785599e-01  8.4307905450e-01
v6_L  1.6645745211e-05  2.3465193845e-06
v6(Psi2)  2.2267661287e-04  4.0148179817e-04
v6(Psi3)  -4.4469666896e-04  9.1140124665e-04
rho_6222  1.0936824137e-01  1.9910153230e-01
rho_633  -2.1841401305e-01  4.5100112306e-01
chi_6222  1.2103782211e+00  2.1690559274e+00
chi_633  -1.0826021644e+00  2.2092340135e+00
