# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -9.1836993997e-01  7.2401998273e+01  1.3720286991e-01  7.3784436142e+00
SC_42  -9.1853766346e-01  7.2406642979e+01  1.3723347832e-01  7.3777193517e+00
