# type  value  stat. err
v4_L  2.0698961544e-03  5.8561141995e-04
v4(Psi2)  1.8791103526e-03  4.1303370063e-04
rho_422  6.7216080524e-01  1.6804838969e-01
chi_422  1.1171288812e+00  2.0138830137e-01
v5_L  2.4824375249e-03  4.3232351625e-04
v5(Psi23)  1.5847986509e-04  3.9698572445e-04
rho_523  6.3710726682e-02  1.5997362272e-01
chi_523  3.7812051499e-01  9.4625617480e-01
v6_L  9.0402752424e-06  1.2104191681e-06
v6(Psi2)  1.8020295840e-04  2.4605168979e-04
v6(Psi3)  -1.2627680105e-04  4.0723280559e-04
rho_6222  1.6438031923e-01  2.3666968827e-01
rho_633  -1.1518912371e-01  3.7518247227e-01
chi_6222  1.9537264798e+00  2.6373998254e+00
chi_633  -5.5092819813e-01  1.7739213196e+00
