# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  1.1732101307e-10  1.8341517602e-10
2  2.3423233377e-02  3.7178334950e-03  -3.0101447627e-07  1.9111310285e-07
3  0.0000000000e+00  0.0000000000e+00  3.0931730489e-09  4.0156203216e-09
