# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  2.5952307140e-03  1.7269837212e-03  -4.5363221571e-11  1.2074694519e-10
2  5.3830623873e-02  2.0488296373e-03  -8.3968743115e-06  1.2783626652e-06
3  6.5658709988e-03  3.4692334535e-03  -1.8585291758e-09  3.9279916355e-09
