# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  5.4394641319e-03  3.8826151323e-01  1.8702420008e-02  1.2903688080e+00
2  9.1354763368e-01  1.4618482961e-02  3.0027989204e-01  2.6556852550e-02
3  4.6380600829e-01  4.0249804309e-01  8.0266754917e-01  3.2395529089e-01
