#vn  dP(vn)/dvn  dP(vn)/dvn_err
1.2252128952e+05  2.1899152269e-05  1.5485039072e-05  7.7303251056e-04  1.2508484217e+02  4.7277626452e+01  7.7179467216e-03  7.0375028204e+00  4.0631041478e+00  1.6363220453e-03  1.5048072894e+01  1.0640594387e+01  1.0669522533e-03  1.3211218249e+02  5.3934572650e+01  2.6631649325e-04  6.0888217529e+01  4.3054471509e+01  
1.2414231350e+05  2.1899152269e-05  1.5485039072e-05  1.4648553434e-03  7.1477052669e+01  3.5738526334e+01  1.2464777975e-02  0.0000000000e+00  0.0000000000e+00  3.0301521572e-03  3.7620182235e+01  1.6824256961e+01  1.4844001334e-03  1.9816827373e+02  6.6056091244e+01  6.7436271472e-04  9.1332326294e+01  5.2730743172e+01  
1.2486979253e+05  2.1899152269e-05  1.5485039072e-05  1.9289901753e-03  5.3607789502e+01  3.0950471699e+01  1.6770713060e-02  0.0000000000e+00  0.0000000000e+00  4.8381103588e-03  6.0192291577e+01  2.1281188775e+01  1.9298786709e-03  3.0826175914e+02  8.2386420581e+01  1.0422271674e-03  9.1332326294e+01  5.2730743172e+01  
1.2591403335e+05  6.5697456807e-05  2.6820874429e-05  2.5398261957e-03  2.1443115801e+02  6.1900943399e+01  2.1174013363e-02  4.6916685469e+00  3.3175106446e+00  6.1344455219e-03  7.5240364471e+01  2.3793092371e+01  2.3259524805e-03  2.4220566789e+02  7.3027756591e+01  1.3058030925e-03  1.8266465259e+02  7.4572532147e+01  
1.2662438433e+05  7.6647032942e-05  2.8969855414e-05  3.1535905182e-03  8.9346315836e+01  3.9956887150e+01  2.3520000166e-02  7.0375028204e+00  4.0631041478e+00  7.3964224597e-03  6.0192291577e+01  2.1281188775e+01  2.8120643317e-03  1.3211218249e+02  5.3934572650e+01  1.7485662959e-03  3.0444108765e+02  9.6272725030e+01  
1.2760499300e+05  3.2848728404e-05  1.8965222186e-05  3.6393744521e-03  1.9656189484e+02  5.9265641206e+01  3.0876848797e-02  4.6916685469e+00  3.3175106446e+00  8.6006924716e-03  9.0288437365e+01  2.6064026809e+01  3.2995516236e-03  1.7614957665e+02  6.2278280076e+01  2.0275301255e-03  2.4355287012e+02  8.6108943019e+01  
1.2844245305e+05  1.4234448975e-04  3.9479258198e-05  4.2046394905e-03  2.1443115801e+02  6.1900943399e+01  3.3855527898e-02  9.3833370939e+00  4.6916685469e+00  9.8307071866e-03  5.2668255130e+01  1.9906729294e+01  3.7566734570e-03  1.3211218249e+02  5.3934572650e+01  2.3491068356e-03  2.7399697888e+02  9.1332326294e+01  
1.2929616213e+05  5.4747880673e-05  2.4483996562e-05  4.8300326458e-03  7.1477052669e+01  3.5738526334e+01  3.8475322588e-02  4.6916685469e+00  3.3175106446e+00  1.1137746272e-02  3.7620182235e+01  1.6824256961e+01  4.1713789347e-03  2.2018697081e+02  6.9629233886e+01  2.6331305342e-03  1.5222054382e+02  6.8075096712e+01  
1.3040072630e+05  1.2044533748e-04  3.6315635652e-05  5.3442140481e-03  1.0721557900e+02  4.3770576839e+01  4.2915237659e-02  1.1729171367e+01  5.2454448994e+00  1.2531121269e-02  6.0192291577e+01  2.1281188775e+01  4.6727839927e-03  1.7614957665e+02  6.2278280076e+01  3.0298991621e-03  2.1310876135e+02  8.0547540678e+01  
1.3136841240e+05  8.7596609076e-05  3.0970078143e-05  5.9232846296e-03  1.2508484217e+02  4.7277626452e+01  4.7396053058e-02  2.3458342735e+01  7.4181793174e+00  1.4049646682e-02  5.2668255130e+01  1.9906729294e+01  5.1648990373e-03  8.8074788325e+01  4.4037394162e+01  3.3058539952e-03  5.1754984900e+02  1.2552427611e+02  
1.3220738654e+05  6.5697456807e-05  2.6820874429e-05  6.3983598542e-03  7.1477052669e+01  3.5738526334e+01  5.1336577287e-02  2.3458342735e+01  7.4181793174e+00  1.5444180589e-02  3.0096145788e+01  1.5048072894e+01  5.5693420907e-03  1.1009348541e+02  4.9235303450e+01  3.6581134486e-03  1.2177643506e+02  6.0888217529e+01  
1.3316695466e+05  4.3798304538e-05  2.1899152269e-05  7.0890572426e-03  1.2508484217e+02  4.7277626452e+01  5.5457241757e-02  2.1112508461e+01  7.0375028204e+00  1.6600067590e-02  4.5144218682e+01  1.8430050101e+01  5.9805246205e-03  1.1009348541e+02  4.9235303450e+01  3.9930326708e-03  9.1332326294e+01  5.2730743172e+01  
1.3399667095e+05  2.1899152269e-05  1.5485039072e-05  7.5024622434e-03  1.0721557900e+02  4.3770576839e+01  5.9705076695e-02  2.5804177008e+01  7.7802521054e+00  1.7904718708e-02  3.7620182235e+01  1.6824256961e+01  6.4982793701e-03  0.0000000000e+00  0.0000000000e+00  4.2583618865e-03  2.7399697888e+02  9.1332326294e+01  
1.3490231735e+05  5.4747880673e-05  2.4483996562e-05  8.1990274380e-03  0.0000000000e+00  0.0000000000e+00  6.4293213875e-02  2.3458342735e+01  7.4181793174e+00  1.9336606251e-02  3.0096145788e+01  1.5048072894e+01  6.8107231098e-03  2.2018697081e+01  2.2018697081e+01  4.5744244699e-03  1.5222054382e+02  6.8075096712e+01  
1.3590439276e+05  3.2848728404e-05  1.8965222186e-05  8.7477342843e-03  8.9346315836e+01  3.9956887150e+01  6.7743106648e-02  1.4075005641e+01  5.7460969911e+00  2.0919641675e-02  1.5048072894e+01  1.0640594387e+01  7.3457332677e-03  4.4037394162e+01  3.1139140038e+01  5.0886270646e-03  6.0888217529e+01  4.3054471509e+01  
1.3664412966e+05  4.3798304538e-05  2.1899152269e-05  9.3744643518e-03  1.7869263167e+01  1.7869263167e+01  7.3184938566e-02  2.3458342735e+01  7.4181793174e+00  2.1994722839e-02  1.5048072894e+01  1.0640594387e+01  7.8745202163e-03  0.0000000000e+00  0.0000000000e+00  5.2659107786e-03  6.0888217529e+01  4.3054471509e+01  
1.3748506811e+05  9.8546185211e-05  3.2848728404e-05  9.6663436449e-03  1.7869263167e+01  1.7869263167e+01  7.5285239644e-02  4.6916685469e+00  3.3175106446e+00  2.3721503302e-02  7.5240364471e+00  7.5240364471e+00  8.5063157711e-03  2.2018697081e+01  2.2018697081e+01  5.5353641270e-03  6.0888217529e+01  4.3054471509e+01  
1.3848424004e+05  4.3798304538e-05  2.1899152269e-05  1.0515853916e-02  5.3607789502e+01  3.0950471699e+01  8.0985670205e-02  1.1729171367e+01  5.2454448994e+00  2.4420217884e-02  1.5048072894e+01  1.0640594387e+01  8.7920141137e-03  0.0000000000e+00  0.0000000000e+00  5.9840866098e-03  0.0000000000e+00  0.0000000000e+00  
1.3982752488e+05  1.0949576135e-05  1.0949576135e-05  1.1025391907e-02  0.0000000000e+00  0.0000000000e+00  8.5501997336e-02  7.0375028204e+00  4.0631041478e+00  2.6138486406e-02  0.0000000000e+00  0.0000000000e+00  9.3189551010e-03  2.2018697081e+01  2.2018697081e+01  6.2922256172e-03  3.0444108765e+01  3.0444108765e+01  
1.4069802702e+05  2.1899152269e-05  1.5485039072e-05  1.1872114036e-02  1.7869263167e+01  1.7869263167e+01  9.1245790662e-02  4.6916685469e+00  3.3175106446e+00  2.8149419704e-02  7.5240364471e+00  7.5240364471e+00  9.9341013829e-03  4.4037394162e+01  3.1139140038e+01  6.8128769762e-03  3.0444108765e+01  3.0444108765e+01  
