# type  value  stat. err
v4_L  1.2920111167e-03  7.0268663312e-04
v4(Psi2)  2.1261205109e-03  2.5382855833e-04
rho_422  8.5458199444e-01  1.4341965812e-01
chi_422  6.9235182584e-01  7.4936324998e-02
v5_L  1.6006249929e-03  2.2828151785e-04
v5(Psi23)  -5.0483925717e-04  2.2539356820e-04
rho_523  -3.0079475078e-01  1.3931910651e-01
chi_523  -8.8483384865e-01  3.9057676896e-01
v6_L  9.7499449121e-06  9.1771204869e-07
v6(Psi2)  -1.8612178548e-04  2.2453825793e-04
v6(Psi3)  -1.0426586120e-05  2.2284682690e-04
rho_6222  -1.0067263745e-01  1.2215853038e-01
rho_633  -5.6397047855e-03  1.2053932746e-01
chi_6222  -9.4945412711e-01  1.1433408510e+00
chi_633  -6.5461098908e-02  1.3990785670e+00
