# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  4.7325659916e-03  4.6379146717e-01  8.0807862232e-03  7.9191704988e-01
2  9.1154728521e-01  1.4666518922e-02  3.0387811717e-01  2.6373716236e-02
3  5.8738153585e-01  1.7393266085e-01  6.9764667903e-01  1.6245425252e-01
