# type  value  stat. err
v4_L  2.2357002465e-03  1.0304943927e-03
v4(Psi2)  3.6264237481e-03  3.6842994789e-04
rho_422  8.5123319865e-01  1.2340299829e-01
chi_422  5.8756834270e-01  5.1734867316e-02
v5_L  2.4174603537e-03  3.4110273737e-04
v5(Psi23)  -6.1265011941e-04  3.6910924926e-04
rho_523  -2.4566108575e-01  1.5128382915e-01
chi_523  -4.9852343937e-01  2.9878021667e-01
v6_L  2.4803882530e-05  2.9743387881e-06
v6(Psi2)  -4.7773941086e-04  3.3933210083e-04
v6(Psi3)  -3.9505185220e-04  3.4343009962e-04
rho_6222  -1.3528975645e-01  9.7388692010e-02
rho_633  -1.1187368606e-01  9.8131362262e-02
chi_6222  -8.5546300572e-01  6.0449038470e-01
chi_633  -1.0682365601e+00  9.2347858797e-01
