# cen dN/deta(ch)  <pT>  <pT>_err (charged, pi^+, K^+, p)
2.5 4.09903e+02 5.10615e-01 2.71556e-04 4.10152e-01 2.34319e-04 4.02147e-01 2.10900e-04 6.19594e-01 5.97366e-04 6.23686e-01 6.29385e-04 8.79695e-01 7.12788e-04 9.17754e-01 9.60759e-04
7.5 3.34544e+02 5.06935e-01 3.03871e-04 4.07174e-01 2.61914e-04 3.98900e-01 2.48906e-04 6.11970e-01 6.94631e-04 6.15747e-01 7.06345e-04 8.68508e-01 7.62603e-04 8.98942e-01 1.12455e-03
15 2.52404e+02 5.03992e-01 2.71171e-04 4.04724e-01 2.18948e-04 3.96847e-01 2.07785e-04 6.05361e-01 5.06135e-04 6.08140e-01 5.56187e-04 8.57526e-01 7.76154e-04 8.80477e-01 8.91470e-04
25 1.75985e+02 4.95317e-01 3.46260e-04 3.97990e-01 2.65063e-04 3.90382e-01 2.58323e-04 5.89875e-01 6.02366e-04 5.92056e-01 6.34233e-04 8.29647e-01 7.61194e-04 8.52818e-01 9.75186e-04
35 1.16843e+02 4.84317e-01 4.08508e-04 3.89492e-01 3.04196e-04 3.82433e-01 2.83283e-04 5.71257e-01 6.90388e-04 5.72561e-01 6.74013e-04 7.98967e-01 9.13099e-04 8.17451e-01 1.00298e-03
45 7.43191e+01 4.69580e-01 4.98658e-04 3.78454e-01 3.45126e-04 3.72009e-01 3.32783e-04 5.47556e-01 7.46261e-04 5.48609e-01 7.67855e-04 7.59223e-01 1.11851e-03 7.75443e-01 1.07875e-03
55 4.50072e+01 4.56496e-01 5.14134e-04 3.68631e-01 3.49532e-04 3.62795e-01 3.33354e-04 5.26042e-01 7.20736e-04 5.26826e-01 7.15249e-04 7.22306e-01 1.03573e-03 7.39216e-01 1.06431e-03
65 2.64366e+01 4.45998e-01 5.01956e-04 3.59977e-01 3.37547e-04 3.54597e-01 3.22389e-04 5.07855e-01 7.49666e-04 5.07618e-01 6.75108e-04 6.97983e-01 1.23383e-03 7.08105e-01 9.12320e-04
75 1.30039e+01 4.33703e-01 4.05719e-04 3.50208e-01 2.74428e-04 3.45633e-01 2.90736e-04 4.86718e-01 6.48642e-04 4.86171e-01 6.00746e-04 6.67380e-01 1.14654e-03 6.76531e-01 7.26531e-04
85 5.36265e+00 4.24291e-01 5.82454e-04 3.41613e-01 3.51197e-04 3.37362e-01 3.33860e-04 4.69064e-01 8.05653e-04 4.66366e-01 6.73415e-04 6.46876e-01 1.43924e-03 6.50369e-01 9.75519e-04
95 2.02276e+00 4.07468e-01 6.21019e-04 3.28249e-01 4.54029e-04 3.24381e-01 4.85170e-04 4.44208e-01 8.15492e-04 4.39895e-01 7.49636e-04 6.12474e-01 1.79751e-03 6.02865e-01 1.17496e-03
