# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 4.09903e+02 5.57746e-03 3.27209e-04
7.5 3.34544e+02 6.22838e-03 3.34019e-04
15 2.52404e+02 6.08743e-03 2.65466e-04
25 1.75985e+02 5.95394e-03 2.27001e-04
35 1.16843e+02 6.47680e-03 2.90845e-04
45 7.43191e+01 5.72559e-03 3.25056e-04
55 4.50072e+01 4.13752e-03 2.39956e-04
65 2.64366e+01 2.79259e-03 2.08045e-04
75 1.30039e+01 1.88830e-03 1.48802e-04
85 5.36265e+00 1.94442e-03 1.56454e-04
95 2.02276e+00 1.14135e-03 3.89164e-04
