# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 4.09903e+02 2.86931e-02 1.24290e-03
7.5 3.34544e+02 3.77489e-02 1.57904e-03
15 2.52404e+02 5.50744e-02 1.38616e-03
25 1.75985e+02 6.69012e-02 1.34538e-03
35 1.16843e+02 7.52600e-02 1.61401e-03
45 7.43191e+01 7.42070e-02 1.86782e-03
55 4.50072e+01 6.79846e-02 1.67256e-03
65 2.64366e+01 5.75862e-02 1.54414e-03
75 1.30039e+01 4.26253e-02 1.19159e-03
85 5.36265e+00 2.07336e-02 7.61117e-04
95 2.02276e+00 7.29531e-03 4.79361e-04
