# cen dN/deta(ch)  dN/deta(ch)_err  dN/dy dN/dy_err(pi^+, pi^-, K^+, K^-, p, pbar)
2.5 4.09903e+02 2.41126e+00 1.85242e+02 1.09192e+00 1.96293e+02 1.16534e+00 3.59555e+01 2.12549e-01 2.91382e+01 1.71739e-01 3.36991e+01 2.37263e-01 1.09117e+01 7.06827e-02
7.5 3.34544e+02 2.07963e+00 1.51093e+02 9.48172e-01 1.60223e+02 9.95382e-01 2.94053e+01 1.82284e-01 2.37920e+01 1.51242e-01 2.84141e+01 1.98923e-01 9.05292e+00 7.27643e-02
15 2.52404e+02 1.84871e+00 1.14065e+02 8.36489e-01 1.20716e+02 8.87239e-01 2.22288e+01 1.60628e-01 1.81000e+01 1.32240e-01 2.15781e+01 1.66022e-01 7.30410e+00 5.38321e-02
25 1.75985e+02 1.29969e+00 7.96709e+01 5.88118e-01 8.41422e+01 6.21729e-01 1.55452e+01 1.14819e-01 1.27399e+01 9.45622e-02 1.54534e+01 1.24888e-01 5.48549e+00 4.32005e-02
35 1.16843e+02 1.11116e+00 5.30080e+01 5.01699e-01 5.58949e+01 5.32857e-01 1.03347e+01 9.86879e-02 8.54644e+00 8.07604e-02 1.05490e+01 1.15185e-01 3.94281e+00 3.81565e-02
45 7.43191e+01 7.45146e-01 3.38881e+01 3.36141e-01 3.55832e+01 3.56299e-01 6.59712e+00 6.59850e-02 5.53473e+00 5.42633e-02 6.84817e+00 8.15426e-02 2.76799e+00 2.67535e-02
55 4.50072e+01 4.67274e-01 2.06027e+01 2.12798e-01 2.15333e+01 2.24045e-01 3.99457e+00 4.16986e-02 3.40110e+00 3.52723e-02 4.26452e+00 5.30979e-02 1.85895e+00 1.97387e-02
65 2.64366e+01 3.37063e-01 1.21202e+01 1.54801e-01 1.26183e+01 1.61878e-01 2.34223e+00 2.98977e-02 2.01088e+00 2.61030e-02 2.63509e+00 3.97190e-02 1.20168e+00 1.54093e-02
75 1.30039e+01 2.22554e-01 5.97985e+00 1.02913e-01 6.18571e+00 1.06775e-01 1.14731e+00 1.98027e-02 1.00220e+00 1.77054e-02 1.33770e+00 2.77630e-02 6.81629e-01 1.20808e-02
85 5.36265e+00 9.33532e-02 2.46022e+00 4.26379e-02 2.53849e+00 4.43574e-02 4.71146e-01 8.29289e-03 4.12205e-01 7.39554e-03 6.02046e-01 1.51450e-02 3.11988e-01 6.08925e-03
95 2.02276e+00 5.02230e-02 9.33800e-01 2.32129e-02 9.55478e-01 2.39118e-02 1.75524e-01 4.46498e-03 1.54044e-01 4.22149e-03 2.52842e-01 8.92057e-03 1.27050e-01 3.73410e-03
