# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 5.82293e+02 4.59488e-03 2.91485e-04
7.5 4.74816e+02 5.16722e-03 2.90454e-04
15 3.58029e+02 5.05780e-03 2.29954e-04
25 2.49084e+02 4.98045e-03 1.95241e-04
35 1.64871e+02 5.36020e-03 2.46111e-04
45 1.04500e+02 4.71318e-03 2.83014e-04
55 6.30579e+01 3.36019e-03 1.97042e-04
65 3.69447e+01 2.22192e-03 1.94167e-04
75 1.81175e+01 1.51686e-03 1.32812e-04
85 7.45713e+00 1.43206e-03 1.33224e-04
95 2.80884e+00 6.95190e-04 4.57706e-04
