# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 4.09903e+02 9.87857e-03 4.82792e-04
7.5 3.34544e+02 1.25909e-02 6.48506e-04
15 2.52404e+02 1.26063e-02 4.83754e-04
25 1.75985e+02 1.31548e-02 4.99879e-04
35 1.16843e+02 1.35102e-02 4.86666e-04
45 7.43191e+01 1.25779e-02 4.72490e-04
55 4.50072e+01 9.65208e-03 5.39319e-04
65 2.64366e+01 7.03371e-03 2.99366e-04
75 1.30039e+01 3.53836e-03 2.05161e-04
85 5.36265e+00 2.38388e-03 1.46317e-04
95 2.02276e+00 1.57374e-03 2.31147e-04
