# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 4.09903e+02 5.28568e-04 4.30082e-04
7.5 3.34544e+02 8.74080e-04 2.97491e-04
15 2.52404e+02 8.56947e-04 2.65598e-04
25 1.75985e+02 1.19938e-03 1.74081e-04
35 1.16843e+02 1.07880e-03 1.64882e-04
45 7.43191e+01 1.04214e-03 1.80004e-04
55 4.50072e+01 8.75057e-04 2.23186e-04
65 2.64366e+01 5.46532e-04 2.41187e-04
75 1.30039e+01 7.80607e-04 2.05224e-04
85 5.36265e+00 6.52689e-04 1.80352e-04
95 2.02276e+00 0.00000e+00 0.00000e+00
